deleted_at	size_bytes	sha256	path	reason
2026-08-14T10:35:41+08:00	770377022	79e7dc5ce9112133b021ecfc77eaf1c81f558f3eda55f476b857217179ba05db	logs/butd_universal_target/officialdet_finetune_e1/nr3d/03_full_sacr_rapf_qahnl/nr3d_spacy/1786638278/ckpt_epoch_1.pth	duplicate_of_preserved_nr3d_best
2026-08-14T10:35:45+08:00	770377022	6167ae83022a577f4418b2c75488b9b7a59b7b9887bd0e965bd84485da5500a8	logs/butd_universal_target/officialdet_finetune_e1/nr3d/03_full_sacr_rapf_qahnl/nr3d_spacy/1786638278/ckpt_epoch_last.pth	nonbest_terminal_duplicate_run_state
2026-08-14T10:35:49+08:00	770374974	83e5954b9148821b0822cfd878000b48e37d5ec1ca3246776c5a46e731409282	logs/butd_universal_target/officialdet_finetune_e0/nr3d/03_full_sacr_rapf_qahnl/nr3d_spacy/1786626252/ckpt_epoch_0.pth	superseded_nr3d_45.65pct
2026-08-14T10:35:53+08:00	770375038	26661f2f55c91c3a347afeb2172c5d50d6e8b62f16f462ef9590926d5deda4e1	logs/butd_universal_target/officialdet_finetune_e0/nr3d/03_full_sacr_rapf_qahnl/nr3d_spacy/1786626252/ckpt_epoch_last.pth	superseded_nr3d_45.65pct_terminal
2026-08-14T10:35:56+08:00	598532272	23975d8ee2a2bdea6e1f03afa5b6b6c62f13e0865f60c0d2ca8469fa3bbc1b97	logs/butd_universal_target/universal_calibration_qw0_e2/nr3d/03_full_sacr_rapf_qahnl/nr3d_spacy/1786641214/ckpt_best_primary.pth	superseded_nr3d_calibration_44.93pct
2026-08-14T10:35:59+08:00	589347392	a82c0f40f93ab38dcd4975bbe8d902f3b9ddfa94e80c67d31a2d1d02a0b6ba00	checkpoints/universal/butd_nr3d_det_to_sacr_rapf_qahnl_init.pth	obsolete_intermediate_initialization
